No,genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
69170,Anime,GReeeeN,SUN SHINE!!!,7vvipVxGbzwLYxlaHTPqt3,,0.0316,0.751,219067,0.924,0,D,0.454,-3.664,Major,0.0344,132.031,0.838
69171,R&B,Jinsang,Pure.,02BnIRw7x7JngWXHZXvTDc,,0.843,0.574,73077,0.322,0.778,G,0.108,-15.271,Minor,0.701,138.054,0.835
69172,Folk,Paul Simon,All Around the World or the Myth of Fingerprints (Early Version) - Early Version,4jSqmbZinf7lYyNomskIix,,0.393,0.586,197733,0.761,0.0000163,C,0.064,-8.564,Major,0.0567,89.126,0.809
69173,Soundtrack,Inon Zur,Evening And Night,5tVhkyzhQaiJ2L1kDYDh7R,,0.0656,0.639,123787,0.394,0.83,E,0.236,-10.31,Minor,0.0311,120.004,0.437
69174,World,Goldmund,The Hidden Observer,0PHnDXPAo1duoMTmW65xun,,0.943,0.383,117462,0.0831,0.836,C#,0.105,-25.695,Major,0.0309,87.335,0.208
69175,Blues,Gov't Mule,Cortez The Killer,7xAickvbd4DJO81YlfM5q6,,0.0862,0.429,845907,0.499,0.615,E,0.553,-9.645,Minor,0.0305,107.835,0.312
69176,Classical,William Walton,Henry V - Two pieces for strings (1988 Remaster): 2. Touch her soft lips and part,1XdFVaI2UjsZ46bBpIeG6e,,0.944,0.138,106800,0.0384,0.987,C,0.106,-31.042,Major,0.0411,141.929,0.0637
69177,Ska,The Paranoias,Come Back Home,0ZqokmEYmTOg2kn3BnjCFt,,0.273,0.374,239770,0.472,0.000152,G,0.0885,-7.88,Major,0.0333,200.57,0.112
69178,Ska,Buck-O-Nine,Peach Fish,3YoB1olAlD7drr5Vz3Ix27,,0.0301,0.638,204360,0.665,0.817,B,0.131,-5.456,Minor,0.0348,75.51,0.603
69179,Comedy,Paul Mooney,Crack feat. Pete The Fly,4R4CYLSlGJPVCCynH2VoLM,,0.636,0.672,100893,0.473,0,D,0.886,-16.705,Major,0.913,128.612,0.505
69180,Jazz,Nujabes,Modal Soul (feat. Uyama Hiroto),07JBINIJSHZMkpghrXe2po,,0.175,0.619,281160,0.803,0.973,F,0.116,-6.997,Minor,0.101,117.11,0.814
69181,World,Fela Kuti,Teacher Don't Teach Me Nonsense,6wDPVs1Rh0n5mNuK2Kt3bV,,0.256,0.727,1547947,0.638,0.00325,F,0.0844,-9.133,Major,0.036,107.646,0.865
69182,Anime,Nobuo Uematsu,"The Successor: Piano Collections Version (From ""Final Fantasy VIII"") [For Piano Solo]",2wsPfljX26xmjKtXQO4zCl,,0.991,0.438,267328,0.0363,0.904,A,0.104,-30.302,Minor,0.0804,66.871,0.0392
69183,Anime,"Hitoshizuku,Yama",Sister’s ? mercY,4xmTsxUu2EZKY9EJSL14fT,,0.0284,0.596,235053,0.877,0.0000279,G#,0.309,-3.316,Major,0.0483,119.931,0.565
69184,Reggae,SOJA,Talking To Myself - Bonus Track,6AbEouNbMMp9ECzooUp1cd,,0.0159,0.607,222328,0.902,0.00000374,F,0.0574,-2.811,Major,0.0312,162.052,0.88
69185,Ska,The Steady 45's,Valentine's Day,4l1a3RteFZYFr8epnvSe0Q,,0.525,0.811,203893,0.418,0.0155,G,0.201,-6.966,Minor,0.0604,78.29,0.733
69186,Soundtrack,Christopher Larkin,White Defender,3y4p631gIGjjboFomRzmRg,,0.767,0.408,219000,0.453,0.837,A,0.0763,-9.353,Minor,0.0295,149.903,0.256
69187,World,Maranatha! Music,So Will I (100 Billion X),0e47EVK3JO1DTcaYJx0Hq9,,0.628,0.444,406640,0.416,0.000322,D,0.113,-10.922,Major,0.0298,127.801,0.196
69188,Country,Toby Keith,Country Comes To Town,7qkUw81edqOdtGnTR5stiR,,0.0914,0.698,218000,0.921,0,A,0.0602,-4.091,Major,0.0387,123.766,0.685
69189,Electronic,Boombox Cartel,Dem Fraid,3Ui9jL2IyUyu2EzffYmqPp,,0.00457,0.773,210462,0.969,0.00813,D,0.0929,-3.161,Major,0.0692,130.02,0.432
69190,Electronic,Kraftwerk,The Man Machine - 2009 Remastered Version,4rbt9xJMIYwjTyMUYSvEL2,,0.0419,0.49,332333,0.774,0.708,C#,0.175,-10.854,Major,0.0573,89.371,0.808
69191,Anime,Eri Sugai,Eternal Prayer,7KrgQoyvrQRyfmKJEUvuku,,0.993,0.176,332107,0.0612,0.0253,A,0.0585,-19.767,Minor,0.047,88.988,0.07
69192,Jazz,Skinshape,Old Days,4IbOyE6i8PUcMkSzyOGRdL,,0.139,0.245,245534,0.713,0.000307,A#,0.17,-8.865,Minor,0.042,83.519,0.521
69193,Folk,Bob Dylan,You're a Big Girl Now,4ukHl5HFRNARRnIWc4Oj83,,0.795,0.597,272200,0.308,0.0000403,G,0.0469,-16.527,Major,0.0452,75.414,0.413
69194,R&B,Tori Kelly,Eyelashes,4DUexk2YgWK1JRV7C8wRC3,,0.467,0.604,266159,0.552,0,F#,0.215,-5.225,Major,0.0304,89.711,0.221
69195,Children's Music,SteveSongs,I Took a Train,2xODlcr9kjVooWKw6wfONT,,0.529,0.767,92880,0.589,0,F#,0.0781,-6.24,Major,0.118,152.911,0.912
69196,Children's Music,Cast - Mickey Mouse Clubhouse,"Count Mikula - From ""Mickey Mouse Clubhouse""",5xpeRfCMiFmNb2PmtkVIWU,,0.163,0.615,115221,0.784,0,G,0.139,-5.673,Minor,0.032,144.135,0.731
69197,Reggae,PapaShanty SaundSystem,Música de Paz,08CcxKUsWWEaBgvU0Ezc5u,,0.13,0.675,366973,0.657,0,B,0.324,-7.927,Minor,0.0622,164.869,0.736
69198,World,Govinda,There Was Evolution,3adNySiSrKXeeDgiejgc6C,,0.0912,0.774,207347,0.692,0.627,B,0.0812,-9.064,Major,0.0564,106.013,0.697
69199,Electronic,Todd Terje,"Swing Star, Pt. 1",0z6QVQ6FbgHFi6qVyh8xSh,,0.0157,0.55,258240,0.846,0.906,F#,0.156,-11.697,Minor,0.0396,159.987,0.361
69200,Reggae,La Secta AllStar,Eso Es Vivir,0P8x8iFOOXwqst0haGrMeM,,0.000201,0.603,255027,0.871,0,D,0.052,-5.568,Major,0.0572,116.079,0.6
69201,Electronic,Bear Grillz,Rage (feat. Sullivan King),0BSXY1WkfUwThsdO3bbzI9,,0.00513,0.539,236800,0.987,0.0537,C#,0.146,-0.121,Major,0.339,150.017,0.109
69202,Opera,Richard Wagner,"Das Rheingold, WWV 86A: Entrance Of The Gods Into Valhalla",1HeyEpasGSuKb36RXPCPhe,,0.964,0.133,398253,0.0905,0.8,C#,0.0922,-17.258,Major,0.0345,77.06,0.0407
69203,Movie,Ken Page,Memory,6Fc0xgKvRNt0rBHZosrSz4,,0.821,0.326,248040,0.506,0.000284,C,0.0886,-9.235,Major,0.109,139.837,0.314
69204,R&B,Miguel,Teach Me,3TeNkdbYRK8mGfvTMZtXBM,,0.086,0.631,322227,0.63,0,G#,0.138,-4.746,Minor,0.0719,120.007,0.551
69205,Jazz,The Pharcyde,Soul Flower - Remix,0qNnE0beu4OfHk8Txa3vGt,,0.337,0.545,263240,0.793,0,D,0.348,-8.292,Major,0.323,102.553,0.775
69206,Reggaeton,Olga Tanon,La Gran Fiesta - Salsa,3yE5tKq0XFDmAlsCbsH0TE,,0.52,0.742,209733,0.797,0,C#,0.125,-3.397,Major,0.0541,101.056,0.853
69207,Movie,Lea Salonga,Wishes on the Wind (feat. Allegiance Original Broadway Cast),4j6OK7kysQLPJqeGu25BXb,,0.866,0.327,232893,0.443,0.0000465,G#,0.0505,-9.113,Major,0.0403,84.745,0.476
69208,Opera,Birgit Nilsson,"Tosca, Act 2: ""Vissi d'arte""",5FFdf5m7XwUBXXhSdcsMXV,,0.99,0.202,261600,0.267,0.000261,D#,0.675,-17.83,Major,0.0607,86.174,0.047
69209,Classical,Howard Shore,A Very Respectable Hobbit - Exclusive Bonus Track,5EvGM79fuMeqruPVR2Ubnq,,0.468,0.273,82009,0.0604,0.632,A,0.13,-20.425,Major,0.0393,63.951,0.526
69210,Electronic,Moloko,Sing It Back,49KhCrRQZG2PFikixwpNTi,,0.0123,0.469,263853,0.762,0.00115,C#,0.143,-10.489,Major,0.0837,84.302,0.568
69211,Anime,Falcom Sound Team jdk,With an Important Person,1XebCgPU25ZUb3yCKXMfNg,,0.564,0.372,153489,0.368,0.787,C,0.151,-10.634,Major,0.0292,146.091,0.336
69212,Movie,Jean Piat,Si je ne me justifie pas auprès d'Hélène,1voWm1FboEIciwqk7JY5Ep,,0.867,0.589,341960,0.153,0,A#,0.387,-23.011,Major,0.861,77.158,0.641
69213,Children's Music,Tom's Music Box,"Sonata No. 4 in Eb, K282",0Uvbrz6YSXfcyKwo7NPGUK,,0.845,0.663,73000,0.326,0.301,A#,0.111,-10.944,Major,0.0652,170.141,0.51
69214,Opera,Georges Bizet,"Bizet: Les Pêcheurs de perles, Act 1: ""Au fond du temple saint"" (Nadir, Zurga)",6N2QRUQhIVqE9deWQxCniK,,0.983,0.194,326253,0.178,0.00766,D#,0.113,-18.063,Major,0.0392,88.178,0.234
69215,Opera,Gioachino Rossini,"Il barbiere di Siviglia / Act 1: ""Una voce poco fa"" - ""Sì, sì, la vincerò"" (Rosina / Rosina, Figaro, Bartolo, Basilio)",3jVOpyVxE0VC7qx2Gk64FY,,0.95,0.439,630827,0.0395,0,E,0.631,-26.91,Major,0.137,103.096,0.174
69216,Comedy,Patton Oswalt,Alternate Earth,05BirIAfD6F5JytPon1dun,,0.836,0.698,71347,0.548,0,C,0.676,-9.796,Major,0.91,88.623,0.695
69217,Blues,Joe Bonamassa,This Train - Live,06WTGU93pD6Y1XeoCx38ZO,,0.166,0.344,323933,0.985,0.0593,D,0.965,-6.307,Major,0.0821,191.962,0.286
69218,Soul,Wet,Dreams,3ZRfBErDUiTDD7XISUDKEo,,0.0344,0.745,195747,0.546,0.000389,A,0.125,-7.494,Major,0.0434,127.976,0.483
69219,Comedy,Russell Peters,Two Types Of Asians,7wdAOlZorWmeHImgf42dYN,,0.863,0.625,250253,0.789,0,E,0.118,-11.738,Minor,0.956,60.682,0.0606
69220,Children's Music,The Beat Bugs,I've Just Seen A Face,75CnZuQmjlt2Zctt1TgEav,,0.426,0.74,138147,0.783,0,A,0.125,-6.224,Major,0.0341,119.964,0.741
69221,Reggaeton,Tony Dize,Finge Que Me Amas,0z4yIGNuyB5vsFTgeMM46M,,0.147,0.687,232360,0.852,0.00000341,G#,0.0458,-4.809,Minor,0.0711,174.018,0.781
69222,Reggae,Slightly Stoopid,Know You Rider,56UygdxbQggKC7MD9lHAHX,,0.15,0.466,187280,0.881,0.793,G,0.17,-5.809,Major,0.0378,120.007,0.919
69223,Opera,Jean-Baptiste Lully,"Le triomphe de l'amour, LWV 59: Air d'Apollon",5lGdrqId4bFSSPVXmdXGh7,,0.836,0.269,160720,0.0924,0.139,F,0.126,-18.515,Minor,0.0398,125.353,0.148
69224,Soundtrack,Trevor Morris,A Cloaked Figure Arrives in Kattegat,0HARLlpBiQj9YQ3ZNUffsG,,0.843,0.115,212133,0.169,0.828,F,0.101,-21.01,Minor,0.0425,71.02,0.052
69225,Reggae,"Lee ""Scratch"" Perry",Beat Down Babylon,3xBgfEnKKwNXDjxSzCBQxE,,0.464,0.851,155520,0.625,0.0145,D,0.0727,-5.913,Major,0.0937,135.495,0.961
69226,Classical,Hector Berlioz,"L'enfance du Christ, Op. 25, H. 130, Pt. 1 ""Le songe d’Hérode"": Marche nocturne",3LjnKFFy24ctECYJGGb1Vt,,0.945,0.212,239000,0.0286,0.911,D#,0.386,-27.518,Major,0.0361,73.381,0.129
69227,Anime,Kalafina,One Light,6EEuiNrKqp26zZGsxmMNOc,,0.0159,0.291,282893,0.957,0.00000423,C#,0.0611,-3.684,Major,0.135,94.078,0.281
69228,Soul,Great Good Fine Ok,Find Yourself - Ashworth Remix,78BoWuOsXWx6FzmUN61wlS,,0.129,0.79,202256,0.629,0,F,0.163,-8.278,Minor,0.0446,113.999,0.475
69229,Electronic,Zeds Dead,Lights Go Down - Spirix Remix,3s6aU6VTgknSuwddxqEeJa,,0.0568,0.457,164480,0.927,0.226,G#,0.193,-1.804,Minor,0.055,170.039,0.604
69230,Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 11 in A Major, K. 331: III. Rondo alla turca - Allegretto",7wxeEQVZoJjrU1HZNmga64,,0.991,0.515,140573,0.275,0.779,A,0.693,-17.34,Major,0.045,83.247,0.752
69231,Children's Music,Juice Music,Ghostbusters,6VxDkc8NOShSVcDSaqOdDM,,0.194,0.838,182760,0.806,0.0000691,E,0.155,-7.74,Major,0.0436,126.01,0.856
69232,Children's Music,Kimbo Children's Music,Colors,6NWQAUoapKlVeZoyQmDclT,,0.0309,0.934,55507,0.267,0.00000102,B,0.266,-14.006,Major,0.0888,110.78,0.844
69233,Ska,Propagandhi,Rock for Sustainable Capitalism,1UPFOrikDXiUHnLMCnkgr0,,0.00012,0.216,252333,0.988,0.0000458,D,0.247,-5.283,Major,0.24,167.204,0.252
69234,Comedy,Gabriel Iglesias,Welcome To Hawaii,2fpoe3QTBGXme9Ah2Y0wcp,,0.91,0.424,449093,0.92,0,F#,0.965,-5.084,Minor,0.82,68.544,0.205
69235,Ska,Soda Stereo,Hombre Al Agua - Me Verás Volver Gira 2007,3R1ySdkdWc0pBVTtoyU9d5,,0.00792,0.518,395373,0.87,0.0116,D,0.883,-4.304,Major,0.0464,99.006,0.414
69236,Opera,Giacomo Puccini,"La Bohème / Act 2: ""Quando m'en vo"" - Live",2OhRD28vWrIuCJ94RPqFY6,,0.965,0.25,280933,0.201,0.000877,A,0.345,-16.854,Major,0.0634,81.703,0.232
69237,Anime,Koresawa,????????????,17rid8FA0jmdYicyGbaXZr,,0.00515,0.636,244240,0.736,0.0000454,A,0.151,-5.628,Major,0.0326,131.906,0.736
69238,Classical,Howard Shore,The Paths Of The Dead,3pweoIyahl0KMMYx3z6MkS,,0.619,0.0607,382213,0.148,0.942,E,0.105,-21.983,Minor,0.0384,60.144,0.0343
69239,Soundtrack,Blake Neely,I Can't Lose You Twice,3Crm1ISZhGY2oY4WUBjL0p,,0.902,0.309,197744,0.0736,0.925,C,0.0788,-23.026,Minor,0.0391,74.992,0.0879
69240,Comedy,Monty Python,"Parrot (Oh, Not Again)",5EPECup5WB2JA3ePGg1mcW,,0.84,0.533,340867,0.824,0,F,0.592,-12.842,Minor,0.924,133.462,0.0696
69241,Comedy,Comedian Bob Marley,Salvation Army,4fWckb6XCoto3DNMn7OOwd,,0.899,0.532,61987,0.337,0,F#,0.924,-20.164,Minor,0.944,80.57,0.295
69242,Ska,The Pioneers,Long Shot Bus Me Bet,3nPVeNMfjrn2jcosBmf8JR,,0.159,0.753,163640,0.573,0.0184,G,0.193,-6.811,Major,0.167,75.674,0.461
69243,Reggae,Jah Cure,This One For You Mom,0NUkWx28T1g3FZ8opuBtmy,,0.265,0.6,274500,0.827,0.0000034,E,0.0867,-2.848,Minor,0.0964,162.033,0.703
69244,Children's Music,Preschool Kids,Frosty the Snow Man,7LUaQd19CPt3mKGzlhan5k,,0.587,0.884,97359,0.254,0.168,C,0.034,-14.747,Major,0.051,95.527,0.879
69245,Jazz,DRWN.,Swim,0olYs4i20hEnTe5KQlALGJ,,0.3,0.612,125714,0.228,0.972,D#,0.137,-10.416,Minor,0.0956,84.109,0.132
69246,Jazz,Micatone,Break My Heart,1AvDHRxFUnTk8X4F9DgTXu,,0.615,0.672,221107,0.457,0.000105,D,0.124,-6.29,Minor,0.0298,100.076,0.665
69247,Opera,Emmerich Kálmán,Ein Herbstmanöver (Giessen Version with Dialogue by B. Kovalik): Ouvertüre,4A04juDs1REz9YxLHaT5ix,,0.917,0.269,334837,0.135,0.142,A,0.321,-18.398,Minor,0.0462,96.54,0.117
69248,Movie,Frank Churchill,Hooray! She Stays,5mCjWSWSBAhYXg1sw9pbLv,,0.963,0.428,169333,0.0907,0.505,E,0.302,-13.466,Minor,0.0373,102.268,0.269
69249,Movie,Lorie,Fan'2 toi,5hSn4AYIT17AVMIKy10xhf,,0.209,0.667,271360,0.951,0.0000425,G,0.174,-3.309,Major,0.0971,91.019,0.744
69250,Anime,Poppin'Party,Home Street,67h29qIYN9QnBIPUiFw85z,,0.0116,0.628,228000,0.936,0,E,0.385,-1.985,Major,0.0327,105.017,0.953
69251,Comedy,Hasan Minhaj,Liar,6m3HwEnnxdErmNxCYnueAq,,0.79,0.664,73792,0.339,0,C,0.655,-11.803,Major,0.918,79.036,0.586
69252,Anime,ayaka,Woman,4YeAj4o1RHnj7g5tBZ0mki,,0.227,0.654,213747,0.806,0.00000116,F#,0.0999,-4.699,Minor,0.0654,153.999,0.552
69253,Soundtrack,Immediate,Journey To Glory,5tFlkH5X8IXD2ZEvQgE4QG,,0.21,0.371,163000,0.41,0.26,G,0.081,-11.588,Minor,0.0403,133.047,0.0496
69254,Movie,Chorus,Mele Dian Raunkaan,1PsxA88K8qtDPr6gR854jK,,0.262,0.658,194521,0.758,0.0591,G,0.228,-12.201,Major,0.0496,174.102,0.966
69255,Comedy,Comedian Bob Marley,NASCARin' on 302,3h6TK58uF3BfkX9kRH7mVo,,0.894,0.567,343040,0.912,0,F#,0.973,-7.793,Minor,0.782,91.427,0.363
69256,Classical,Wolfgang Amadeus Mozart,"Piano Sonata in C major, K. 545: I. Allegro",7o0PUNmeQ1Hq7xWya4IvXT,,0.981,0.271,256320,0.267,0.887,C,0.0956,-23.593,Major,0.0299,144.678,0.611
69257,Classical,Richard Strauss,"Arabella, Op. 79, TrV 263, Act I: Sie wollen alle Geld! (Live)",4bkJt51DqIJpHhSGd0bE5q,,0.851,0.333,115467,0.197,0,C#,0.6,-19.18,Major,0.0656,79.131,0.133
69258,Reggaeton,Chino & Nacho,Algo En Ti,6oGkOVDicKQ2aTj3JtStav,,0.349,0.394,202187,0.851,0,B,0.104,-2.598,Major,0.108,79.334,0.535
69259,Comedy,Brad Williams,We Don't Have A Month,5NsquOOIXUSff3okOB35Ss,,0.787,0.66,57182,0.784,0,A,0.848,-10.451,Major,0.931,110.834,0.643
69260,Blues,Dead Moon,Walking on My Grave,0FaauWA6qCmdsT9weCnMIy,,0.0457,0.634,188141,0.713,0.0868,C#,0.171,-6.234,Major,0.0294,137.38,0.889
69261,Soundtrack,Craig Armstrong,Spring Sheep Dip,0WjNvRuNKpKZ3JtjTDtHL3,,0.52,0.149,138627,0.2,0.885,A,0.0838,-16.501,Major,0.0367,141.933,0.0425
69262,Folk,Mary Glenn,Ballroom,5cJukjG0TQDW3sfW5d7NO2,,0.986,0.555,246921,0.0238,0.00352,A#,0.0766,-23.028,Minor,0.0444,117.832,0.204
69263,Anime,ROOKiEZ is PUNK'D,Hands up,0FJ4VB5juQTsioWhP8GP5U,,0.000806,0.548,306373,0.876,0,B,0.356,-3.457,Major,0.0546,129.987,0.595
69264,Reggae,G. Love & Special Sauce,This Ain't Living,36wSw6bW96i3gzjB3EPyLC,,0.0843,0.568,392573,0.537,0,A,0.116,-10.195,Minor,0.125,171.528,0.465
69265,Soundtrack,Michael Andrews,Liquid Spear Waltz,2PJvQep9kso7PZjMh83QDr,,0.991,0.414,93693,0.053,0.833,C,0.102,-23.062,Minor,0.0435,122.673,0.0372
69266,Anime,Ikimonogakari,Futari,3IdnImV4dnHpvaSTl2mqef,,0.0885,0.562,374053,0.545,0,C,0.269,-5.377,Major,0.026,79.845,0.373
69267,Alternative,Naji,Might Just,2H3SwPLqkNHU1oB99ygpor,,0.0276,0.625,172095,0.315,0.0876,B,0.0934,-11.869,Minor,0.0537,147.81,0.145
69268,Electronic,Fun Lovin' Criminals,We Have All the Time in the World,7jRoFCCkNsr7rZidSM1zF2,,0.0209,0.687,221293,0.588,0.848,A,0.11,-8.766,Major,0.0344,91.847,0.402
69269,Soundtrack,Michael Nyman,The Piano : The Heart Asks Pleasure First,2f1Vk3vWepObCEdFrNNeVL,,0.992,0.149,135360,0.119,0.894,A,0.105,-26.498,Minor,0.0505,182.467,0.193
69270,Alternative,Kid Rock,Wasting Time,3QkxmJ4tgA7GcoBr60r0Ci,,0.152,0.66,242067,0.969,0,F#,0.298,-3.917,Major,0.11,97.206,0.682
69271,Comedy,Tom Papa,Going to Church,0aQXyKBPUJdn0j1k3k2knY,,0.858,0.567,341297,0.928,0,A,0.599,-3.908,Major,0.819,86.273,0.436
69272,Reggaeton,Olga Tanon,Vendras Llorando,2oidejqHIAvNba8PUeVJNJ,,0.458,0.822,280587,0.798,0.000185,A,0.276,-5.248,Major,0.0328,129.093,0.939
69273,World,Stars Of The Lid,The Funeral,0RLVbVuUV8q5joB0ITQnt0,,0.992,0.181,147853,0.00598,0.979,A#,0.0658,-35.228,Major,0.0413,77.155,0.0362
69274,Comedy,Todd Barry,Larry King,2Bc3o1iDBbMQbFDf3u9GyP,,0.842,0.526,55827,0.497,0.00000567,F,0.672,-16.709,Minor,0.889,94.952,0.696
69275,Soundtrack,Michael Giacchino,Confrontation on Eadu,5JMwFVs4EdoAMV4UcvUNaS,,0.783,0.191,485813,0.207,0.863,G#,0.097,-14.187,Major,0.0426,139.907,0.0367
69276,Electronic,Ganja White Night,Blackberries,3XnlTPupDeJj6XuiWfk2PL,,0.00495,0.746,411429,0.436,0.0264,C#,0.118,-9.313,Major,0.225,69.999,0.151
69277,Reggae,Aidonia,Hot Up Di Place,3sWlsYlQH4CB4JThEo78UY,,0.513,0.678,174445,0.714,0,C#,0.0992,-4.175,Minor,0.344,118.865,0.271
69278,Opera,Giuseppe Verdi,"I Lombardi, Act I, Scene 9: Parricida (Pagano, Viclinda, Giselda, Pirro)",2NTCGqCjFMQaq5cEXhfoVI,,0.964,0.318,128639,0.297,0.0000357,C,0.144,-16.744,Major,0.0596,77.256,0.42
69279,Classical,Avantasia,The Scarecrow,0sMkOknNHO935Su1QJEYFm,,0.0015,0.237,672573,0.871,0.00292,B,0.132,-4.382,Minor,0.0402,93.004,0.293
69280,Comedy,Lewis Black,Chantix,32SmfNOAFQlz8Im24iuixK,,0.846,0.624,405405,0.5,0,E,0.894,-16.239,Major,0.939,134.473,0.289
69281,Anime,Nobuo Uematsu,Steel Reason,7jr1LnYv5itx1qxiIH6YOS,,0.0294,0.473,256975,0.865,0.672,G#,0.0887,-7.548,Major,0.0515,125.986,0.606
69282,Reggae,Mike Love,Time to Wake Up,2HcXLdZxCmtGuMfQ3A8bhk,,0.382,0.8,498535,0.444,0.00000439,E,0.0911,-7.031,Minor,0.0339,119.983,0.628
69283,Children's Music,Kimbo Children's Music,Bean Bag Catch,1l2t0ocYLwBdjNizdXtDUH,,0.561,0.882,127760,0.457,0,D,0.137,-12.629,Major,0.362,133.176,0.686
69284,Comedy,Patton Oswalt,The Miracle of Sweatpants,5JTmhKU6lWsYZZFBHB1FLf,,0.818,0.52,175173,0.907,0,F,0.96,-4.563,Major,0.779,89.435,0.345
69285,Country,Blake Shelton,Savior's Shadow,5jWbCKCAbV7lt3PLZHiA0s,,0.826,0.454,164747,0.307,0,D,0.139,-9.043,Major,0.0267,98.92,0.337
69286,Country,Dolly Parton,Applejack,44H8pO6AOXOcsp3mikoTgq,,0.487,0.606,205893,0.684,0.000116,F,0.649,-10.348,Major,0.0422,104.61,0.704
69287,Classical,Philip Glass,Dreaming of Fiji,5lRT2FSv3uu05qbvOkTEFf,,0.975,0.162,114827,0.0395,0.979,G,0.105,-29.746,Minor,0.0427,109.043,0.0378
69288,Movie,Richard M. Sherman,The Carousel Horses,4gsCXKyZPuR88AxseJLMii,,0.903,0.251,257000,0.127,0.0377,A,0.144,-23.335,Minor,0.0417,80.197,0.275
69289,Soundtrack,Abel Korzeniowski,Six Hours,5ByIeB5HUm7L1CWWC0F1Dm,,0.968,0.213,210680,0.266,0.714,A,0.164,-16.638,Minor,0.0361,62.389,0.0419
69290,World,Gateway Worship,Faithful - Live,1FHNKeacP2LB0zCNLkOpmL,,0.00385,0.478,227893,0.892,0,C,0.711,-5.863,Major,0.0387,89.996,0.424
69291,Anime,Austin Wintory,Weary the Weight of the Sun,5r4lLdEK2vbSTcLK4Zzb5i,,0.947,0.341,109705,0.0739,0.96,D#,0.0949,-22.317,Major,0.0356,74.092,0.0359
69292,Soul,The Isley Brothers,I Remember,1y1p75wT0hzQMjjPOBkp6y,,0.741,0.532,334267,0.438,0.000135,E,0.166,-10.993,Major,0.0329,136.046,0.334
69293,Jazz,Billie Holiday,"Good Morning, Heartache",4Yf0UI6W7OPH2GEaFjSHwg,,0.923,0.4,188160,0.216,0.0000384,C#,0.133,-12.758,Major,0.0373,69.881,0.318
69294,Anime,LiSA,Bokunokotobade,5GfZabwEaxAu8d8inQZ1LY,,0.457,0.573,258000,0.738,0,F#,0.168,-4.077,Major,0.0339,81.957,0.621
69295,Classical,Guillaume Dufay,Ave maris stella,74ZO67W83WAwvOopHFiQ7j,,0.987,0.173,286480,0.0446,0.00196,A,0.0994,-28.398,Minor,0.0496,70.054,0.0624
69296,Reggae,Mishka,Some Paths,7tCLExHQ3EKZgjeD5pZvAa,,0.556,0.723,330840,0.405,0,E,0.0908,-8.153,Minor,0.0255,96.993,0.443
69297,Classical,Niccolò Paganini,"Ghiribizzi, MS 43: No. 41 in C Major: Allegro",2Qp0oDVXXhalbdC5nPVbtl,,0.988,0.392,154693,0.0443,0.909,C,0.112,-27.399,Major,0.0506,114.732,0.21
69298,Blues,Krokus,Midnite Maniac,7BsLpcQJSprcNf61lyBZrT,,0.0556,0.562,241827,0.723,0,A,0.533,-11.947,Major,0.0324,143.593,0.88
69299,World,Audrey Assad,Beautiful Things,7Blr01qqmRzhfvaZk5q8zT,,0.668,0.498,268000,0.518,0.0784,G,0.109,-5.663,Major,0.0244,85.997,0.217
69300,Jazz,Tommy Guerrero,At the Circles Edge,3YbBAKDtO9OrFz2A3dB6SZ,,0.418,0.39,225307,0.458,0.878,F#,0.11,-13.012,Minor,0.0363,172.187,0.807
69301,Reggaeton,Orquesta Mangú,Un hombre busca una mujer,0ZMDiXPIy06GvHB5uApNr9,,0.361,0.702,288810,0.696,0,G#,0.0926,-5.381,Major,0.037,169.933,0.869
69302,Ska,Against Me!,Slurring the Rhythms,3Iy4vV2JKf7KGHf6mW78Ih,,0.000382,0.35,162907,0.93,0.00000921,E,0.104,-5.291,Minor,0.0577,134.19,0.657
69303,Folk,Van Morrison,Dweller On The Threshold,7aNyNcfw6ylGj96AecIIL4,,0.3,0.604,290000,0.578,0.00208,G,0.0706,-16.018,Major,0.0296,102.097,0.962
69304,Electronic,Getter,In The Cuts,4yaPPzOVk0huyZx34l9yv9,,0.0017,0.709,230400,0.993,0.00246,C,0.679,-1.338,Major,0.0659,112.533,0.086
69305,Classical,Luigi Boccherini,"String Quintet in C Major G. 324, Op. 30, No.6, ""La musica notturna delle strade di Madrid"": String Quintet in C major G.324, Op.30 No.6, ""La musica notturna delle strade di Madrid"": V. ""Los manolos"". Modo di suono, e canto - VI. Allegro vivo",1mEXZtRMEnjqdPTmZfNzU2,,0.937,0.501,139187,0.202,0.921,G,0.106,-17.766,Major,0.0567,89.143,0.393
69306,Reggaeton,Yaga & Mackie,Pa' Frontiarle a Cualquiera,4BtCp94zU2hgn0c4g8T62q,,0.00738,0.652,232803,0.808,0,D,0.255,-6.228,Major,0.269,92.973,0.526
69307,Jazz,Damu The Fudgemunk,Bright Side Og - Instrumental,2kF8QkAprz9exSyvAAsrrs,,0.0944,0.716,194664,0.653,0.832,B,0.105,-5.045,Minor,0.148,179.507,0.815
69308,Opera,Gioachino Rossini,Les soirées musicales: La danza (Già la luna è in mezzo al mare),5TyfVzoUnFa34zHUcsJ3LQ,,0.966,0.439,192640,0.435,0.544,F,0.112,-14.222,Major,0.0865,69.056,0.39
